gene_name,refseq_id,miR,SNP,diseases,distance,experimentally_confirmed
TPD52,NM_005079,hsa-miR-9*,rs1042638,"Breast cancer",291,
VTCN1,NM_024626,hsa-miR-125b,rs10754339,"Breast cancer",-296,
VTCN1,NM_024626,hsa-miR-125a-5p,rs10754339,"Breast cancer",-296,
PRKCA,NM_002737,hsa-miR-384,rs7342847,"Breast cancer",-304,
ESR1,NM_001122740,hsa-miR-18,rs2747648,"Breast cancer",310,
ESR1,NM_001122740,hsa-miR-18,rs2747648,"Breast cancer",310,
BMPR1B,NM_001203,hsa-miR-301b,rs1434536,"Breast cancer",-312,
BMPR1B,NM_001203,hsa-miR-130a,rs1434536,"Breast cancer",-312,
BMPR1B,NM_001203,hsa-miR-301a,rs1434536,"Breast cancer",-312,
BMPR1B,NM_001203,hsa-miR-454,rs1434536,"Breast cancer",-312,
BMPR1B,NM_001203,hsa-miR-130b,rs1434536,"Breast cancer",-312,
CCND1,NM_053056,hsa-miR-1,rs678653,"Breast cancer",-313,
CCND1,NM_053056,hsa-miR-206,rs678653,"Breast cancer",-313,
CCND1,NM_053056,hsa-miR-613,rs678653,"Breast cancer",-313,
CCND1,NM_053056,hsa-miR-1,rs678653,"Breast cancer",-313,
CCND1,NM_053056,hsa-miR-206,rs678653,"Breast cancer",-313,
CCND1,NM_053056,hsa-miR-1,rs678653,"Breast cancer",-313,
CCND1,NM_053056,hsa-miR-206,rs678653,"Breast cancer",-313,
CCND1,NM_053056,hsa-miR-155,rs678653,"Breast cancer",324,Yes
CCND1,NM_053056,hsa-miR-365,rs678653,"Breast cancer",325,
ESR1,NM_001122740,hsa-miR-302b*,rs9341070,"Breast cancer, Type 2 diabetes",-326,
CCND1,NM_053056,hsa-miR-302c,rs678653,"Breast cancer",-326,Yes
CCND1,NM_053056,hsa-miR-520e,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-520c-3p,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302a,rs678653,"Breast cancer",-326,Yes
CCND1,NM_053056,hsa-miR-520d-3p,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302e,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-373,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302b,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-520b,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-520a-3p,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302d,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-372,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302c,rs678653,"Breast cancer",-326,Yes
CCND1,NM_053056,hsa-miR-302a,rs678653,"Breast cancer",-326,Yes
CCND1,NM_053056,hsa-miR-373,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302b,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302d,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302c,rs678653,"Breast cancer",-326,Yes
CCND1,NM_053056,hsa-miR-373,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302b,rs678653,"Breast cancer",-326,
CCND1,NM_053056,hsa-miR-302a,rs678653,"Breast cancer",-326,Yes
CCND1,NM_053056,hsa-miR-302d,rs678653,"Breast cancer",-326,
SLC4A7,NM_003615,hsa-miR-15a,rs4973768,"Breast cancer",327,
SLC4A7,NM_003615,hsa-miR-424,rs4973768,"Breast cancer",327,
SLC4A7,NM_003615,hsa-miR-16,rs4973768,"Breast cancer",327,
SLC4A7,NM_003615,hsa-miR-195,rs4973768,"Breast cancer",327,
SLC4A7,NM_003615,hsa-miR-497,rs4973768,"Breast cancer",327,
SLC4A7,NM_003615,hsa-miR-15b,rs4973768,"Breast cancer",327,
CCND1,NM_053056,hsa-miR-20b,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-17,rs678653,"Breast cancer",-327,Yes
CCND1,NM_053056,hsa-miR-106a,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-20a,rs678653,"Breast cancer",-327,Yes
CCND1,NM_053056,hsa-miR-519d,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-93,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-106b,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-20,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-106a,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-17-5p,rs678653,"Breast cancer",-327,Yes
CCND1,NM_053056,hsa-miR-93,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-106b,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-93,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-106b,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-20,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-106a,rs678653,"Breast cancer",-327,
CCND1,NM_053056,hsa-miR-17-5p,rs678653,"Breast cancer",-327,Yes
BRCA1,NR_027676,hsa-miR-30a-3p,rs799917,"Cervical cancer, Breast cancer, Glioblastoma",327,
BRCA1,NR_027676,hsa-miR-30a-3p,rs1800751,"Breast cancer",328,
TLK2,NM_001112707,hsa-miR-22,rs2245092,"Breast cancer",335,
TLK2,NM_001112707,hsa-miR-22,rs2245092,"Breast cancer",335,
PRKCA,NM_002737,hsa-miR-330,rs7342847,"Breast cancer",345,
TPD52,NM_005079,hsa-miR-218,rs1042638,"Breast cancer",347,
APC,NM_000038,hsa-miR-300,rs41116,"Breast cancer",351,
APC,NM_000038,hsa-miR-381,rs41116,"Breast cancer",351,
APC,NM_000038,hsa-miR-381,rs41116,"Breast cancer",351,
APC,NM_000038,hsa-miR-381,rs41116,"Breast cancer",351,
SLC4A7,NM_003615,hsa-miR-30d,rs4973768,"Breast cancer",-355,
SLC4A7,NM_003615,hsa-miR-30c,rs4973768,"Breast cancer",-355,
SLC4A7,NM_003615,hsa-miR-30a,rs4973768,"Breast cancer",-355,Yes
SLC4A7,NM_003615,hsa-miR-30e,rs4973768,"Breast cancer",-355,
SLC4A7,NM_003615,hsa-miR-30b,rs4973768,"Breast cancer",-355,
SLC4A7,NM_003615,hsa-miR-30e,rs4973768,"Breast cancer",-356,
SLC4A7,NM_003615,hsa-miR-30e,rs4973768,"Breast cancer",-356,
CXCL12,NM_000609,hsa-miR-222,rs1801157,"Myocardial infarction, HIV-1, Non-Hodgkin lymphoma, Hepatocellular carcinoma, Breast cancer",356,
CXCL12,NM_000609,hsa-miR-221,rs1801157,"Myocardial infarction, HIV-1, Non-Hodgkin lymphoma, Hepatocellular carcinoma, Breast cancer",356,
PRKCA,NM_002737,hsa-miR-150,rs7342847,"Breast cancer",360,
ESR1,NM_001122740,hsa-miR-215,rs9341070,"Breast cancer, Type 2 diabetes",-363,
TPD52,NM_005079,hsa-miR-107,rs1042638,"Breast cancer",364,
TPD52,NM_005079,hsa-miR-103,rs1042638,"Breast cancer",364,
BRCA1,NR_027676,hsa-miR-218,rs1800751,"Breast cancer",-370,
ESR1,NM_001122740,hsa-miR-22,rs1062577,"Breast cancer",-371,Yes
ESR1,NM_001122740,hsa-miR-22,rs1062577,"Breast cancer",-371,Yes
TPD52,NM_005079,hsa-miR-449b,rs1042638,"Breast cancer",373,
TPD52,NM_005079,hsa-miR-449a,rs1042638,"Breast cancer",373,
TPD52,NM_005079,hsa-miR-34c-5p,rs1042638,"Breast cancer",373,
TPD52,NM_005079,hsa-miR-34a,rs1042638,"Breast cancer",373,
TPD52,NM_005079,hsa-miR-34a,rs1042638,"Breast cancer",373,
TPD52,NM_005079,hsa-miR-34a,rs1042638,"Breast cancer",373,
ESR1,NM_001122740,hsa-miR-330,rs1062577,"Breast cancer",-374,
TPD52,NM_005079,hsa-miR-34b,rs1042638,"Breast cancer",374,
TPD52,NM_005079,hsa-miR-34c,rs1042638,"Breast cancer",374,
TPD52,NM_005079,hsa-miR-34b,rs1042638,"Breast cancer",374,
TPD52,NM_005079,hsa-miR-34c,rs1042638,"Breast cancer",374,
ESR1,NM_001122740,hsa-miR-330,rs1062577,"Breast cancer",-378,
ESR1,NM_001122740,hsa-miR-26b,rs2747648,"Breast cancer",-379,
ESR1,NM_001122740,hsa-miR-26a,rs2747648,"Breast cancer",-379,
APC,NM_000038,hsa-miR-30a-3p,rs41116,"Breast cancer",388,
ESR1,NM_001122740,hsa-miR-300,rs9341070,"Breast cancer, Type 2 diabetes",-390,
ESR1,NM_001122740,hsa-miR-381,rs9341070,"Breast cancer, Type 2 diabetes",-390,
CXCL12,NM_000609,hsa-miR-19a,rs1801157,"Myocardial infarction, HIV-1, Non-Hodgkin lymphoma, Hepatocellular carcinoma, Breast cancer",390,
CXCL12,NM_000609,hsa-miR-19b,rs1801157,"Myocardial infarction, HIV-1, Non-Hodgkin lymphoma, Hepatocellular carcinoma, Breast cancer",390,
BRCA1,NR_027676,hsa-miR-125a-3p,rs1800751,"Breast cancer",-392,
ESR1,NM_001122740,hsa-miR-302d,rs2747648,"Breast cancer",396,
ESR1,NM_001122740,hsa-miR-302c,rs2747648,"Breast cancer",396,Yes
ESR1,NM_001122740,hsa-miR-302b,rs2747648,"Breast cancer",396,
ESR1,NM_001122740,hsa-miR-302a,rs2747648,"Breast cancer",396,
ESR1,NM_001122740,hsa-miR-19b,rs1062577,"Breast cancer",-412,Yes
ESR1,NM_001122740,hsa-miR-19a,rs1062577,"Breast cancer",-412,Yes
ESR1,NM_001122740,hsa-miR-19b,rs1062577,"Breast cancer",-412,Yes
ESR1,NM_001122740,hsa-miR-19a,rs1062577,"Breast cancer",-412,Yes
ESR1,NM_001122740,hsa-miR-19a,rs1062577,"Breast cancer",-412,Yes
ESR1,NM_001122740,hsa-miR-19b,rs1062577,"Breast cancer",-412,Yes
ESR1,NM_001122740,hsa-miR-130b,rs1062577,"Breast cancer",-413,
ESR1,NM_001122740,hsa-miR-301,rs1062577,"Breast cancer",-413,
ESR1,NM_001122740,hsa-miR-130a,rs1062577,"Breast cancer",-413,
ESR1,NM_001122740,hsa-miR-301,rs1062577,"Breast cancer",-413,
ESR1,NM_001122740,hsa-miR-130b,rs1062577,"Breast cancer",-413,
ESR1,NM_001122740,hsa-miR-130a,rs1062577,"Breast cancer",-413,
ESR1,NM_001122740,hsa-miR-93,rs1062577,"Breast cancer",-415,
ESR1,NM_001122740,hsa-miR-372,rs1062577,"Breast cancer",-415,
TLK2,NM_001112707,hsa-miR-143,rs2245092,"Breast cancer",417,
BRCA1,NR_027676,hsa-miR-30a-3p,rs799917,"Cervical cancer, Breast cancer, Glioblastoma",-417,
TGFBR1,NM_001130916,hsa-miR-101,rs334348,"Breast cancer, Colorectal cancer",418,
TGFBR1,NM_001130916,hsa-miR-101,rs334348,"Breast cancer, Colorectal cancer",418,
TGFBR1,NM_001130916,hsa-miR-101,rs334348,"Breast cancer, Colorectal cancer",418,
TGFBR1,NM_001130916,hsa-miR-181b,rs334348,"Breast cancer, Colorectal cancer",422,
TGFBR1,NM_001130916,hsa-miR-181c,rs334348,"Breast cancer, Colorectal cancer",422,
TGFBR1,NM_001130916,hsa-miR-181a,rs334348,"Breast cancer, Colorectal cancer",422,
TGFBR1,NM_001130916,hsa-miR-181d,rs334348,"Breast cancer, Colorectal cancer",422,
IL1A,NM_000575,hsa-miR-30b,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-30d,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-30a,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-30e,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-30c,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-30e,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-30c,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-30b,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-30d,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-30a-5p,rs2856836,"Ankylosing spondylitis, Breast cancer",425,
IL1A,NM_000575,hsa-miR-543,rs2856836,"Ankylosing spondylitis, Breast cancer",429,
IL1A,NM_000575,hsa-miR-181c,rs2856836,"Ankylosing spondylitis, Breast cancer",429,
IL1A,NM_000575,hsa-miR-181a,rs2856836,"Ankylosing spondylitis, Breast cancer",429,
IL1A,NM_000575,hsa-miR-181b,rs2856836,"Ankylosing spondylitis, Breast cancer",429,
IL1A,NM_000575,hsa-miR-181a,rs2856836,"Ankylosing spondylitis, Breast cancer",430,
IL1A,NM_000575,hsa-miR-181c,rs2856836,"Ankylosing spondylitis, Breast cancer",430,
IL1A,NM_000575,hsa-miR-181d,rs2856836,"Ankylosing spondylitis, Breast cancer",430,
IL1A,NM_000575,hsa-miR-181b,rs2856836,"Ankylosing spondylitis, Breast cancer",430,
ESR1,NM_001122740,hsa-miR-18,rs9341070,"Breast cancer, Type 2 diabetes",-431,
ESR1,NM_001122740,hsa-miR-18,rs9341070,"Breast cancer, Type 2 diabetes",-431,
ESR1,NM_001122740,hsa-miR-384,rs3798577,"Breast cancer, Anorexia nervosa",434,
ADIPOR1,NM_015999,hsa-miR-216a,rs7539542,"Breast cancer, Insulin resistance syndrome",441,
ADIPOR1,NM_015999,hsa-miR-216,rs7539542,"Breast cancer, Insulin resistance syndrome",441,
BMPR1B,NM_001203,hsa-miR-23a,rs1434536,"Breast cancer",-443,
BMPR1B,NM_001203,hsa-miR-23b,rs1434536,"Breast cancer",-443,
TGFBR1,NM_001130916,hsa-miR-22,rs334348,"Breast cancer, Colorectal cancer",-447,
ESR1,NM_001122740,hsa-miR-9,rs2747648,"Breast cancer",448,
TGFBR1,NM_001130916,hsa-miR-320d,rs334348,"Breast cancer, Colorectal cancer",-449,
TGFBR1,NM_001130916,hsa-miR-320a,rs334348,"Breast cancer, Colorectal cancer",-449,
TGFBR1,NM_001130916,hsa-miR-320c,rs334348,"Breast cancer, Colorectal cancer",-449,
TGFBR1,NM_001130916,hsa-miR-320b,rs334348,"Breast cancer, Colorectal cancer",-449,
IGF1R,NM_000875,hsa-miR-539,rs2016347,"Breast cancer",450,
TGFBR1,NM_001130916,hsa-miR-140-5p,rs334348,"Breast cancer, Colorectal cancer",451,
TGFBR1,NM_001130916,hsa-miR-140,rs334348,"Breast cancer, Colorectal cancer",452,
TGFBR1,NM_001130916,hsa-miR-140,rs334348,"Breast cancer, Colorectal cancer",452,
IGF1,NM_001111283,hsa-let-7f,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-let-7b,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-let-7a,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-miR-98,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-let-7d,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-let-7c,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-let-7e,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-miR-202,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-let-7g,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-let-7i,rs6220,"Breast cancer",452,
IGF1,NM_001111283,hsa-miR-196a,rs6220,"Breast cancer",457,
IGF1,NM_001111283,hsa-miR-196b,rs6220,"Breast cancer",457,
IGF1R,NM_000875,hsa-miR-143,rs2016347,"Breast cancer",459,
ESRRG,NR_024099,hsa-miR-211,rs945453,"Breast cancer",-459,
ESRRG,NR_024099,hsa-miR-204,rs945453,"Breast cancer",-459,
ESRRG,NR_024099,hsa-miR-204,rs945453,"Breast cancer",-460,
ESRRG,NR_024099,hsa-miR-211,rs945453,"Breast cancer",-460,
ESRRG,NR_024099,hsa-miR-204,rs945453,"Breast cancer",-460,
ESRRG,NR_024099,hsa-miR-211,rs945453,"Breast cancer",-460,
CXCL12,NM_000609,hsa-miR-141,rs1801157,"Myocardial infarction, HIV-1, Non-Hodgkin lymphoma, Hepatocellular carcinoma, Breast cancer",461,
CXCL12,NM_000609,hsa-miR-200a,rs1801157,"Myocardial infarction, HIV-1, Non-Hodgkin lymphoma, Hepatocellular carcinoma, Breast cancer",461,
CXCL12,NM_000609,hsa-miR-200a,rs1801157,"Myocardial infarction, HIV-1, Non-Hodgkin lymphoma, Hepatocellular carcinoma, Breast cancer",461,
TLK2,NM_001112707,hsa-miR-320c,rs2245092,"Breast cancer",461,
TLK2,NM_001112707,hsa-miR-320d,rs2245092,"Breast cancer",461,
TLK2,NM_001112707,hsa-miR-320b,rs2245092,"Breast cancer",461,
TLK2,NM_001112707,hsa-miR-320a,rs2245092,"Breast cancer",461,
TLK2,NM_001112707,hsa-miR-320,rs2245092,"Breast cancer",461,
TLK2,NM_001112707,hsa-miR-320,rs2245092,"Breast cancer",461,
CXCL12,NM_000609,hsa-miR-141,rs1801157,"Myocardial infarction, HIV-1, Non-Hodgkin lymphoma, Hepatocellular carcinoma, Breast cancer",462,
TLK2,NM_001112707,hsa-miR-22,rs2245092,"Breast cancer",462,
TLK2,NM_001112707,hsa-miR-22,rs2245092,"Breast cancer",462,
ESR1,NM_001122740,hsa-miR-539,rs1062577,"Breast cancer",-463,
TLK2,NM_001112707,hsa-miR-206,rs2245092,"Breast cancer",476,
TLK2,NM_001112707,hsa-miR-613,rs2245092,"Breast cancer",476,
TLK2,NM_001112707,hsa-miR-1,rs2245092,"Breast cancer",476,
MBD2,NM_003927,hsa-miR-7,rs1259938,"Breast cancer",490,
MBD2,NM_003927,hsa-miR-7,rs1259938,"Breast cancer",490,
ESR1,NM_001122740,hsa-miR-384,rs9341070,"Breast cancer, Type 2 diabetes",-493,
ESR1,NM_001122740,hsa-miR-18,rs3798577,"Breast cancer, Anorexia nervosa",496,
ESR1,NM_001122740,hsa-miR-18,rs3798577,"Breast cancer, Anorexia nervosa",496,
IGF1R,NM_000875,hsa-let-7c,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-miR-98,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-miR-202,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7e,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7d,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7a,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7f,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7i,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7b,rs2016347,"Breast cancer",503,
IGF1R,NM_000875,hsa-let-7g,rs2016347,"Breast cancer",503,
MBD2,NM_003927,hsa-miR-142-5p,rs1259938,"Breast cancer",518,
ESRRG,NR_024099,hsa-miR-148b,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-152,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-148a,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-301,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-130a,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-130b,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-130a,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-130b,rs945453,"Breast cancer",-532,
ESRRG,NR_024099,hsa-miR-301,rs945453,"Breast cancer",-532,
IGF1,NM_001111283,hsa-miR-377,rs6220,"Breast cancer",533,
ESRRG,NR_024099,hsa-miR-148a,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-148b,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-152,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-148a,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-152,rs945453,"Breast cancer",-533,
ESRRG,NR_024099,hsa-miR-148b,rs945453,"Breast cancer",-533,
TPD52,NM_005079,hsa-miR-218,rs1042638,"Breast cancer",-535,
IGF1,NM_001111283,hsa-miR-128,rs6220,"Breast cancer",536,
ESR1,NM_001122740,hsa-miR-300,rs3798577,"Breast cancer, Anorexia nervosa",537,
ESR1,NM_001122740,hsa-miR-381,rs3798577,"Breast cancer, Anorexia nervosa",537,
PRKCA,NM_002737,hsa-miR-9,rs7342847,"Breast cancer",-549,
ESRRG,NR_024099,hsa-miR-431,rs945453,"Breast cancer",-550,
IRS2,NM_003749,hsa-miR-181c,rs2289046,"Breast cancer",-554,
IRS2,NM_003749,hsa-miR-181b,rs2289046,"Breast cancer",-554,
IRS2,NM_003749,hsa-miR-181a,rs2289046,"Breast cancer",-554,
IRS2,NM_003749,hsa-miR-181a,rs2289046,"Breast cancer",-554,
IRS2,NM_003749,hsa-miR-181c,rs2289046,"Breast cancer",-554,
IRS2,NM_003749,hsa-miR-181b,rs2289046,"Breast cancer",-554,
TLK2,NM_001112707,hsa-miR-22,rs2245092,"Breast cancer",562,
TLK2,NM_001112707,hsa-miR-22,rs2245092,"Breast cancer",562,
TPD52,NM_005079,hsa-miR-26b,rs1042638,"Breast cancer",-563,
ESR1,NM_001122740,hsa-miR-215,rs3798577,"Breast cancer, Anorexia nervosa",564,
ESRRG,NR_024099,hsa-miR-320,rs945453,"Breast cancer",-564,
ESRRG,NR_024099,hsa-miR-320,rs945453,"Breast cancer",-564,
TGFBR1,NM_001130916,hsa-miR-214,rs334348,"Breast cancer, Colorectal cancer",572,
APC,NM_000038,hsa-miR-330,rs41116,"Breast cancer",580,
TLK2,NM_001112707,hsa-miR-203,rs2245092,"Breast cancer",582,
TGFBR1,NM_001130916,hsa-miR-208a,rs334348,"Breast cancer, Colorectal cancer",591,
TGFBR1,NM_001130916,hsa-miR-499-5p,rs334348,"Breast cancer, Colorectal cancer",591,
TGFBR1,NM_001130916,hsa-miR-208b,rs334348,"Breast cancer, Colorectal cancer",591,
CCND1,NM_053056,hsa-miR-1271,rs678653,"Breast cancer",-597,
CCND1,NM_053056,hsa-miR-96,rs678653,"Breast cancer",-597,
ESR1,NM_001122740,hsa-miR-302b*,rs3798577,"Breast cancer, Anorexia nervosa",601,
ATF1,NM_005171,hsa-miR-543,rs11169571,"Breast cancer",-622,
ATF1,NM_005171,hsa-miR-30a,rs11169571,"Breast cancer",-625,
ATF1,NM_005171,hsa-miR-30d,rs11169571,"Breast cancer",-625,
ATF1,NM_005171,hsa-miR-30c,rs11169571,"Breast cancer",-625,
ATF1,NM_005171,hsa-miR-30e,rs11169571,"Breast cancer",-625,
ATF1,NM_005171,hsa-miR-30b,rs11169571,"Breast cancer",-625,
APC,NM_000038,hsa-miR-27a,rs41116,"Breast cancer",630,
APC,NM_000038,hsa-miR-27b,rs41116,"Breast cancer",630,
APC,NM_000038,hsa-miR-27a,rs41116,"Breast cancer",630,
APC,NM_000038,hsa-miR-27b,rs41116,"Breast cancer",630,
APC,NM_000038,hsa-miR-27a,rs41116,"Breast cancer",630,
APC,NM_000038,hsa-miR-27b,rs41116,"Breast cancer",630,
TLK2,NM_001112707,hsa-miR-543,rs2245092,"Breast cancer",-632,
SLC4A7,NM_003615,hsa-miR-182,rs4973768,"Breast cancer",-634,
SLC4A7,NM_003615,hsa-miR-182,rs4973768,"Breast cancer",-634,
SLC4A7,NM_003615,hsa-miR-182,rs4973768,"Breast cancer",-634,
MBD2,NM_003927,hsa-miR-302c,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-372,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-520e,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-302a,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-520d-3p,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-373,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-302e,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-520b,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-520c-3p,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-302b,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-520a-3p,rs1259938,"Breast cancer",635,
MBD2,NM_003927,hsa-miR-302d,rs1259938,"Breast cancer",635,
IGF1R,NM_000875,hsa-miR-139-5p,rs2016347,"Breast cancer",636,
MBD2,NM_003927,hsa-miR-222,rs1259938,"Breast cancer",639,
MBD2,NM_003927,hsa-miR-221,rs1259938,"Breast cancer",639,
BRCA1,NR_027676,hsa-miR-30a-3p,rs4986850,"Breast cancer",639,
ESR1,NM_001122740,hsa-miR-372,rs3798577,"Breast cancer, Anorexia nervosa",643,
ESR1,NM_001122740,hsa-miR-93,rs3798577,"Breast cancer, Anorexia nervosa",643,
ESR1,NM_001122740,hsa-miR-302a,rs3798577,"Breast cancer, Anorexia nervosa",644,
ESR1,NM_001122740,hsa-miR-302b,rs3798577,"Breast cancer, Anorexia nervosa",644,
ESR1,NM_001122740,hsa-miR-373,rs3798577,"Breast cancer, Anorexia nervosa",644,
ESR1,NM_001122740,hsa-miR-302d,rs3798577,"Breast cancer, Anorexia nervosa",644,
ESR1,NM_001122740,hsa-miR-302c,rs3798577,"Breast cancer, Anorexia nervosa",644,Yes
IGF1R,NM_000875,hsa-miR-455-5p,rs2016347,"Breast cancer",-653,
SLC4A7,NM_003615,hsa-miR-182,rs4973768,"Breast cancer",658,
SLC4A7,NM_003615,hsa-miR-182,rs4973768,"Breast cancer",658,
TLK2,NM_001112707,hsa-miR-149,rs2245092,"Breast cancer",-662,
MBD2,NM_003927,hsa-miR-320,rs1259938,"Breast cancer",671,
IGF1R,NM_000875,hsa-miR-145,rs2016347,"Breast cancer",-675,
ATF1,NM_005171,hsa-miR-9,rs11169571,"Breast cancer",-676,
TLK2,NM_001112707,hsa-miR-218,rs2245092,"Breast cancer",679,
TLK2,NM_001112707,hsa-miR-218,rs2245092,"Breast cancer",679,
TGFBR1,NM_001130916,hsa-miR-376a,rs334348,"Breast cancer, Colorectal cancer",680,
TGFBR1,NM_001130916,hsa-miR-376b,rs334348,"Breast cancer, Colorectal cancer",680,
TPD52,NM_005079,hsa-miR-139,rs1042638,"Breast cancer",-681,
TGFBR1,NM_001130916,hsa-miR-130b,rs334348,"Breast cancer, Colorectal cancer",684,
TGFBR1,NM_001130916,hsa-miR-130a,rs334348,"Breast cancer, Colorectal cancer",684,
TGFBR1,NM_001130916,hsa-miR-301a,rs334348,"Breast cancer, Colorectal cancer",684,
TGFBR1,NM_001130916,hsa-miR-301b,rs334348,"Breast cancer, Colorectal cancer",684,
TGFBR1,NM_001130916,hsa-miR-454,rs334348,"Breast cancer, Colorectal cancer",684,
IGF1,NM_001111283,hsa-miR-599,rs6220,"Breast cancer",684,
ZNF276,NM_152287,hsa-let-7d,rs1061646,"Breast cancer",684,
APC,NM_000038,hsa-miR-129-5p,rs41116,"Breast cancer",687,
APC,NM_000038,hsa-miR-448,rs41116,"Breast cancer",691,
APC,NM_000038,hsa-miR-153,rs41116,"Breast cancer",691,
APC,NM_000038,hsa-miR-153,rs41116,"Breast cancer",691,
APC,NM_000038,hsa-miR-153,rs41116,"Breast cancer",691,
ESR1,NM_001122740,hsa-miR-22,rs2747648,"Breast cancer",-706,Yes
ESR1,NM_001122740,hsa-miR-22,rs2747648,"Breast cancer",-706,Yes
